   0.25000000E+01     0.10359352E+01
   0.25034000E+01     0.10359659E+01
   0.25068000E+01     0.10359971E+01
   0.25102000E+01     0.10360288E+01
   0.25136000E+01     0.10360610E+01
   0.25170000E+01     0.10360938E+01
   0.25204000E+01     0.10361271E+01
   0.25238000E+01     0.10361610E+01
   0.25272000E+01     0.10361956E+01
   0.25306000E+01     0.10362309E+01
   0.25340000E+01     0.10362669E+01
   0.25374000E+01     0.10363037E+01
   0.25408000E+01     0.10363413E+01
   0.25442000E+01     0.10363798E+01
   0.25476000E+01     0.10364194E+01
   0.25510000E+01     0.10364600E+01
   0.25544000E+01     0.10365018E+01
   0.25578000E+01     0.10365449E+01
   0.25612000E+01     0.10365895E+01
   0.25646000E+01     0.10366359E+01
   0.25680000E+01     0.10366841E+01
   0.25714000E+01     0.10367347E+01
   0.25748000E+01     0.10367878E+01
   0.25782000E+01     0.10368442E+01
   0.25816000E+01     0.10369046E+01
   0.25850000E+01     0.10369698E+01
   0.25884000E+01     0.10370415E+01
   0.25918000E+01     0.10371216E+01
   0.25952000E+01     0.10372136E+01
   0.25986000E+01     0.10373231E+01
   0.26020000E+01     0.10374052E+01
   0.26054000E+01     0.10374549E+01
   0.26088000E+01     0.10375032E+01
   0.26122000E+01     0.10375501E+01
   0.26156000E+01     0.10375958E+01
   0.26190000E+01     0.10376404E+01
   0.26224000E+01     0.10376838E+01
   0.26258000E+01     0.10377263E+01
   0.26292000E+01     0.10377678E+01
   0.26326000E+01     0.10378085E+01
   0.26360000E+01     0.10378482E+01
   0.26394000E+01     0.10378872E+01
   0.26428000E+01     0.10379254E+01
   0.26462000E+01     0.10379628E+01
   0.26496000E+01     0.10379996E+01
   0.26530000E+01     0.10380357E+01
   0.26564000E+01     0.10380711E+01
   0.26598000E+01     0.10381060E+01
   0.26632000E+01     0.10381402E+01
   0.26666000E+01     0.10381738E+01
   0.26700000E+01     0.10382069E+01
   0.26734000E+01     0.10382395E+01
   0.26768000E+01     0.10382715E+01
   0.26802000E+01     0.10383031E+01
   0.26836000E+01     0.10383341E+01
   0.26870000E+01     0.10383647E+01
   0.26904000E+01     0.10383948E+01
   0.26938000E+01     0.10384245E+01
   0.26972000E+01     0.10384537E+01
   0.27006000E+01     0.10384825E+01
   0.27040000E+01     0.10385109E+01
   0.27074000E+01     0.10385389E+01
   0.27108000E+01     0.10385665E+01
   0.27142000E+01     0.10385937E+01
   0.27176000E+01     0.10386206E+01
   0.27210000E+01     0.10386470E+01
   0.27244000E+01     0.10386731E+01
   0.27278000E+01     0.10386989E+01
   0.27312000E+01     0.10387243E+01
   0.27346000E+01     0.10387494E+01
   0.27380000E+01     0.10387741E+01
   0.27414000E+01     0.10387985E+01
   0.27448000E+01     0.10388226E+01
   0.27482000E+01     0.10388463E+01
   0.27516000E+01     0.10388698E+01
   0.27550000E+01     0.10388929E+01
   0.27584000E+01     0.10389158E+01
   0.27618000E+01     0.10389383E+01
   0.27652000E+01     0.10389606E+01
   0.27686000E+01     0.10389826E+01
   0.27720000E+01     0.10390042E+01
   0.27754000E+01     0.10390256E+01
   0.27788000E+01     0.10390468E+01
   0.27822000E+01     0.10390676E+01
   0.27856000E+01     0.10390882E+01
   0.27890000E+01     0.10391085E+01
   0.27924000E+01     0.10391285E+01
   0.27958000E+01     0.10391483E+01
   0.27992000E+01     0.10391679E+01
   0.28026000E+01     0.10391871E+01
   0.28060000E+01     0.10392062E+01
   0.28094000E+01     0.10392249E+01
   0.28128000E+01     0.10392435E+01
   0.28162000E+01     0.10392618E+01
   0.28196000E+01     0.10392798E+01
   0.28230000E+01     0.10392976E+01
   0.28264000E+01     0.10393152E+01
   0.28298000E+01     0.10393325E+01
   0.28332000E+01     0.10393496E+01
   0.28366000E+01     0.10393664E+01
   0.28400000E+01     0.10393831E+01
   0.28434000E+01     0.10393995E+01
   0.28468000E+01     0.10394157E+01
   0.28502000E+01     0.10394316E+01
   0.28536000E+01     0.10394473E+01
   0.28570000E+01     0.10394628E+01
   0.28604000E+01     0.10394781E+01
   0.28638000E+01     0.10394932E+01
   0.28672000E+01     0.10395080E+01
   0.28706000E+01     0.10395227E+01
   0.28740000E+01     0.10395371E+01
   0.28774000E+01     0.10395513E+01
   0.28808000E+01     0.10395653E+01
   0.28842000E+01     0.10395790E+01
   0.28876000E+01     0.10395926E+01
   0.28910000E+01     0.10396060E+01
   0.28944000E+01     0.10396191E+01
   0.28978000E+01     0.10396320E+01
   0.29012000E+01     0.10396448E+01
   0.29046000E+01     0.10396573E+01
   0.29080000E+01     0.10396696E+01
   0.29114000E+01     0.10396817E+01
   0.29148000E+01     0.10396936E+01
   0.29182000E+01     0.10397053E+01
   0.29216000E+01     0.10397168E+01
   0.29250000E+01     0.10397281E+01
   0.29284000E+01     0.10397392E+01
   0.29318000E+01     0.10397501E+01
   0.29352000E+01     0.10397608E+01
   0.29386000E+01     0.10397713E+01
   0.29420000E+01     0.10397816E+01
   0.29454000E+01     0.10397917E+01
   0.29487999E+01     0.10398016E+01
   0.29521999E+01     0.10398113E+01
   0.29555999E+01     0.10398207E+01
   0.29589999E+01     0.10398300E+01
   0.29623999E+01     0.10398391E+01
   0.29657999E+01     0.10398480E+01
   0.29691999E+01     0.10398567E+01
   0.29725999E+01     0.10398652E+01
   0.29759999E+01     0.10398735E+01
   0.29793999E+01     0.10398816E+01
   0.29827999E+01     0.10398895E+01
   0.29861999E+01     0.10398972E+01
   0.29895999E+01     0.10399047E+01
   0.29929999E+01     0.10399120E+01
   0.29963999E+01     0.10399191E+01
   0.29997999E+01     0.10399260E+01
   0.30031999E+01     0.10399328E+01
   0.30065999E+01     0.10399393E+01
   0.30099999E+01     0.10399456E+01
   0.30133999E+01     0.10399517E+01
   0.30167999E+01     0.10399576E+01
   0.30201999E+01     0.10399633E+01
   0.30235999E+01     0.10399688E+01
   0.30269999E+01     0.10399741E+01
   0.30303999E+01     0.10399792E+01
   0.30337999E+01     0.10399841E+01
   0.30371999E+01     0.10399888E+01
   0.30405999E+01     0.10399933E+01
   0.30439999E+01     0.10399976E+01
   0.30473999E+01     0.10400017E+01
   0.30507999E+01     0.10400056E+01
   0.30541999E+01     0.10400093E+01
   0.30575999E+01     0.10400128E+01
   0.30609999E+01     0.10400160E+01
   0.30643999E+01     0.10400191E+01
   0.30677999E+01     0.10400220E+01
   0.30711999E+01     0.10400246E+01
   0.30745999E+01     0.10400270E+01
   0.30779999E+01     0.10400293E+01
   0.30813999E+01     0.10400313E+01
   0.30847999E+01     0.10400331E+01
   0.30881999E+01     0.10400347E+01
   0.30915999E+01     0.10400361E+01
   0.30949999E+01     0.10400372E+01
   0.30983999E+01     0.10400382E+01
   0.31017999E+01     0.10400389E+01
   0.31051999E+01     0.10400394E+01
   0.31085999E+01     0.10400397E+01
   0.31119999E+01     0.10400398E+01
   0.31153999E+01     0.10400396E+01
   0.31187999E+01     0.10400393E+01
   0.31221999E+01     0.10400387E+01
   0.31255999E+01     0.10400378E+01
   0.31289999E+01     0.10400368E+01
   0.31323999E+01     0.10400355E+01
   0.31357999E+01     0.10400340E+01
   0.31391999E+01     0.10400323E+01
   0.31425999E+01     0.10400303E+01
   0.31459999E+01     0.10400281E+01
   0.31493999E+01     0.10400257E+01
   0.31527999E+01     0.10400230E+01
   0.31561999E+01     0.10400201E+01
   0.31595999E+01     0.10400169E+01
   0.31629999E+01     0.10400135E+01
   0.31663999E+01     0.10400099E+01
   0.31697999E+01     0.10400060E+01
   0.31731999E+01     0.10400018E+01
   0.31765999E+01     0.10399974E+01
   0.31799999E+01     0.10399928E+01
   0.31833999E+01     0.10399879E+01
   0.31867999E+01     0.10399828E+01
   0.31901999E+01     0.10399773E+01
   0.31935999E+01     0.10399717E+01
   0.31969999E+01     0.10399657E+01
   0.32003999E+01     0.10399595E+01
   0.32037999E+01     0.10399531E+01
   0.32071999E+01     0.10399463E+01
   0.32105999E+01     0.10399393E+01
   0.32139999E+01     0.10399320E+01
   0.32173999E+01     0.10399244E+01
   0.32207999E+01     0.10399166E+01
   0.32241999E+01     0.10399085E+01
   0.32275999E+01     0.10399000E+01
   0.32309999E+01     0.10398913E+01
   0.32343999E+01     0.10398823E+01
   0.32377999E+01     0.10398730E+01
   0.32411999E+01     0.10398634E+01
   0.32445999E+01     0.10398535E+01
   0.32479999E+01     0.10398433E+01
   0.32513999E+01     0.10398328E+01
   0.32547999E+01     0.10398219E+01
   0.32581999E+01     0.10398108E+01
   0.32615999E+01     0.10397993E+01
   0.32649999E+01     0.10397875E+01
   0.32683999E+01     0.10397754E+01
   0.32717999E+01     0.10397629E+01
   0.32751999E+01     0.10397501E+01
   0.32785999E+01     0.10397369E+01
   0.32819999E+01     0.10397234E+01
   0.32853999E+01     0.10397096E+01
   0.32887999E+01     0.10396954E+01
   0.32921999E+01     0.10396808E+01
   0.32955999E+01     0.10396659E+01
   0.32989999E+01     0.10396506E+01
   0.33023999E+01     0.10396349E+01
   0.33057999E+01     0.10396188E+01
   0.33091999E+01     0.10396024E+01
   0.33125999E+01     0.10395855E+01
   0.33159999E+01     0.10395683E+01
   0.33193999E+01     0.10395506E+01
   0.33227999E+01     0.10395325E+01
   0.33261999E+01     0.10395140E+01
